Issue_ID	Chromosome	Patch_GenBank_Accession
ZG-5123	17	na
ZG-5340	17	na
ZG-5341	17	na
ZG-5343	17	na
ZG-5344	17	na
ZG-5345	17	na
ZG-5346	17	na
ZG-5347	17	na
ZG-5348	17	na
ZG-5349	17	na
ZG-5350	17	na
ZG-5351	17	na
ZG-5352	17	na
ZG-5353	17	na
ZG-5354	17	na
ZG-5355	17	na
ZG-5356	17	na
ZG-5357	17	na
ZG-5365	17	na
ZG-5366	17	na
ZG-5446	17	na
ZG-5447	17	na
ZG-5476	17	na
ZG-6041	17	na
ZG-6042	17	na
ZG-6043	17	na
ZG-6047	17	na
ZG-6048	17	na
ZG-6050	17	na
ZG-6051	17	na
ZG-6052	17	na
ZG-6053	17	na
ZG-6428	17	na
ZG-6433	17	na
ZG-6435	17	na
ZG-6529	17	na
ZG-6530	17	na
ZG-6537	17	na
ZG-6594	17	na
ZG-6660	17	na
ZG-6977	17	na
ZG-6978	17	na
ZG-6979	17	na
ZG-6980	17	na
ZG-6981	17	na
ZG-6982	17	na
ZG-6983	17	na
ZG-7029	17	na
ZG-7038	17	na
ZG-2708	18	na
ZG-2709	18	na
ZG-2762	18	na
ZG-2774	18	na
ZG-2789	18	na
ZG-2791	18	na
ZG-36	18	na
ZG-3819	18	na
ZG-3926	18	na
ZG-3929	18	na
ZG-3930	18	na
ZG-3932	18	na
ZG-3974	18	na
ZG-4001	18	na
ZG-4013	18	na
ZG-4522	18	na
ZG-4523	18	na
ZG-4524	18	na
ZG-4525	18	na
ZG-4526	18	na
ZG-4527	18	na
ZG-4528	18	na
ZG-4540	18	na
ZG-4546	18	na
ZG-4547	18	na
ZG-4548	18	na
ZG-4549	18	na
ZG-4554	18	na
ZG-4555	18	na
ZG-4556	18	na
ZG-4557	18	na
ZG-4558	18	na
ZG-4559	18	na
ZG-4561	18	na
ZG-4562	18	na
ZG-4565	18	na
ZG-4566	18	na
ZG-4568	18	na
ZG-4569	18	na
ZG-4571	18	na
ZG-4573	18	na
ZG-4574	18	na
ZG-4575	18	na
ZG-4635	18	na
ZG-4646	18	na
ZG-4647	18	na
ZG-4649	18	na
ZG-4650	18	na
ZG-4652	18	na
ZG-4653	18	na
ZG-4654	18	na
ZG-4655	18	na
ZG-4656	18	na
ZG-4657	18	na
ZG-4658	18	na
ZG-4659	18	na
ZG-4660	18	na
ZG-4661	18	na
ZG-4662	18	na
ZG-4663	18	na
ZG-4664	18	na
ZG-4665	18	na
ZG-4666	18	na
ZG-4667	18	na
ZG-4668	18	na
ZG-4669	18	na
ZG-4670	18	na
ZG-4671	18	na
ZG-4672	18	na
ZG-4673	18	na
ZG-4674	18	na
ZG-4675	18	na
ZG-4676	18	na
ZG-4677	18	na
ZG-4678	18	na
ZG-4679	18	na
ZG-4680	18	na
ZG-4681	18	na
ZG-4682	18	na
ZG-4683	18	na
ZG-4684	18	na
ZG-4685	18	na
ZG-4686	18	na
ZG-4940	18	na
ZG-5046	18	na
ZG-5047	18	na
ZG-5048	18	na
ZG-5238	18	na
ZG-5239	18	na
ZG-5240	18	na
ZG-5241	18	na
ZG-5246	18	na
ZG-5247	18	na
ZG-5248	18	na
ZG-5254	18	na
ZG-5388	18	na
ZG-5430	18	na
ZG-5431	18	na
ZG-5442	18	na
ZG-5443	18	na
ZG-5444	18	na
ZG-5479	18	na
ZG-5480	18	na
ZG-5757	18	na
ZG-5758	18	na
ZG-6526	18	na
ZG-6527	18	na
ZG-6528	18	na
ZG-6531	18	na
ZG-6533	18	na
ZG-6534	18	na
ZG-6535	18	na
ZG-6536	18	na
ZG-6538	18	na
ZG-6542	18	na
ZG-6544	18	na
ZG-6545	18	na
ZG-6546	18	na
ZG-6547	18	na
ZG-6548	18	na
ZG-6549	18	na
ZG-6550	18	na
ZG-6551	18	na
ZG-6552	18	na
ZG-6553	18	na
ZG-6554	18	na
ZG-6555	18	na
ZG-6556	18	na
ZG-6557	18	na
ZG-6558	18	na
ZG-6559	18	na
ZG-6588	18	na
ZG-6616	18	na
ZG-6617	18	na
ZG-6618	18	na
ZG-6619	18	na
ZG-6620	18	na
ZG-6621	18	na
ZG-6622	18	na
ZG-6623	18	na
ZG-6624	18	na
ZG-6661	18	na
ZG-6662	18	na
ZG-6663	18	na
ZG-6678	18	na
ZG-6689	18	na
ZG-6690	18	na
ZG-6783	18	na
ZG-6860	18	na
ZG-6861	18	na
ZG-6862	18	na
ZG-6863	18	na
ZG-6864	18	na
ZG-6865	18	na
ZG-6866	18	na
ZG-6867	18	na
ZG-6868	18	na
ZG-6869	18	na
ZG-6870	18	na
ZG-6871	18	na
ZG-6872	18	na
ZG-6873	18	na
ZG-6937	18	na
ZG-6938	18	na
ZG-6939	18	na
ZG-6940	18	na
ZG-6973	18	na
ZG-6974	18	na
ZG-7059	18	na
ZG-7118	18	na
ZG-7123	18	na
ZG-35	19	na
ZG-3743	19	na
ZG-3744	19	na
ZG-3745	19	na
ZG-3747	19	na
ZG-3748	19	na
ZG-3749	19	na
ZG-3750	19	na
ZG-3751	19	na
ZG-3752	19	na
ZG-3753	19	na
ZG-3754	19	na
ZG-3755	19	na
ZG-3756	19	na
ZG-3757	19	na
ZG-3758	19	na
ZG-3759	19	na
ZG-3760	19	na
ZG-3761	19	na
ZG-3762	19	na
ZG-3763	19	na
ZG-3764	19	na
ZG-3765	19	na
ZG-3766	19	na
ZG-3767	19	na
ZG-3768	19	na
ZG-3769	19	na
ZG-3770	19	na
ZG-3771	19	na
ZG-3772	19	na
ZG-3773	19	na
ZG-3774	19	na
ZG-3775	19	na
ZG-3776	19	na
ZG-3777	19	na
ZG-3778	19	na
ZG-3779	19	na
ZG-3780	19	na
ZG-3781	19	na
ZG-3782	19	na
ZG-3783	19	na
ZG-3784	19	na
ZG-3785	19	na
ZG-3786	19	na
ZG-3787	19	na
ZG-3788	19	na
ZG-3789	19	na
ZG-3790	19	na
ZG-3791	19	na
ZG-3792	19	na
ZG-3793	19	na
ZG-3794	19	na
ZG-3795	19	na
ZG-3796	19	na
ZG-3797	19	na
ZG-3798	19	na
ZG-3799	19	na
ZG-3800	19	na
ZG-3801	19	na
ZG-3802	19	na
ZG-3803	19	na
ZG-3993	19	na
ZG-3994	19	na
ZG-4058	19	na
ZG-4951	19	na
ZG-5012	19	na
ZG-5125	19	na
ZG-5126	19	na
ZG-5215	19	na
ZG-5367	19	na
ZG-5368	19	na
ZG-5369	19	na
ZG-5370	19	na
ZG-5371	19	na
ZG-5372	19	na
ZG-5375	19	na
ZG-5376	19	na
ZG-5379	19	na
ZG-5380	19	na
ZG-5381	19	na
ZG-5382	19	na
ZG-5383	19	na
ZG-5384	19	na
ZG-5385	19	na
ZG-5422	19	na
ZG-5460	19	na
ZG-5461	19	na
ZG-5462	19	na
ZG-5481	19	na
ZG-5482	19	na
ZG-5483	19	na
ZG-5484	19	na
ZG-5485	19	na
ZG-5489	19	na
ZG-5497	19	na
ZG-5498	19	na
ZG-5499	19	na
ZG-5503	19	na
ZG-5504	19	na
ZG-5561	19	na
ZG-5575	19	na
ZG-6056	19	na
ZG-6058	19	na
ZG-6059	19	na
ZG-6060	19	na
ZG-6067	19	na
ZG-6068	19	na
ZG-6070	19	na
ZG-6072	19	na
ZG-6073	19	na
ZG-6074	19	na
ZG-6075	19	na
ZG-6076	19	na
ZG-6089	19	na
ZG-6111	19	na
ZG-6413	19	na
ZG-6415	19	na
ZG-6416	19	na
ZG-6419	19	na
ZG-6422	19	na
ZG-6510	19	na
ZG-6589	19	na
ZG-6591	19	na
ZG-6644	19	na
ZG-6984	19	na
ZG-6985	19	na
ZG-6986	19	na
ZG-6987	19	na
ZG-6989	19	na
ZG-6990	19	na
ZG-6991	19	na
ZG-6992	19	na
ZG-7103	19	na
ZG-2701	1	na
ZG-2752	1	na
ZG-2759	1	na
ZG-2875	1	na
ZG-2886	1	na
ZG-2887	1	na
ZG-2888	1	na
ZG-2889	1	na
ZG-2911	1	na
ZG-2913	1	na
ZG-2924	1	na
ZG-2937	1	na
ZG-2944	1	na
ZG-2946	1	na
ZG-3025	1	na
ZG-3026	1	na
ZG-3029	1	na
ZG-3088	1	na
ZG-3090	1	na
ZG-3098	1	na
ZG-3103	1	na
ZG-3113	1	na
ZG-3121	1	na
ZG-3123	1	na
ZG-3240	1	na
ZG-3318	1	na
ZG-3328	1	na
ZG-3730	1	na
ZG-4021	1	na
ZG-4083	1	na
ZG-4084	1	na
ZG-4107	1	na
ZG-4109	1	na
ZG-4157	1	na
ZG-4285	1	na
ZG-4287	1	na
ZG-4495	1	na
ZG-4534	1	na
ZG-4550	1	na
ZG-4552	1	na
ZG-4572	1	na
ZG-4577	1	na
ZG-4579	1	na
ZG-4582	1	na
ZG-4589	1	na
ZG-4591	1	na
ZG-4628	1	na
ZG-4629	1	na
ZG-4633	1	na
ZG-4634	1	na
ZG-4645	1	na
ZG-4648	1	na
ZG-4822	1	na
ZG-4824	1	na
ZG-4825	1	na
ZG-4826	1	na
ZG-4833	1	na
ZG-4847	1	na
ZG-4848	1	na
ZG-4855	1	na
ZG-4856	1	na
ZG-4858	1	na
ZG-4859	1	na
ZG-4860	1	na
ZG-4861	1	na
ZG-4880	1	na
ZG-4881	1	na
ZG-4882	1	na
ZG-4883	1	na
ZG-4884	1	na
ZG-4885	1	na
ZG-4886	1	na
ZG-4887	1	na
ZG-4888	1	na
ZG-4890	1	na
ZG-4891	1	na
ZG-4892	1	na
ZG-4893	1	na
ZG-4894	1	na
ZG-4895	1	na
ZG-4896	1	na
ZG-4897	1	na
ZG-4898	1	na
ZG-4900	1	na
ZG-4901	1	na
ZG-4902	1	na
ZG-4903	1	na
ZG-4904	1	na
ZG-4905	1	na
ZG-4906	1	na
ZG-4907	1	na
ZG-4915	1	na
ZG-4916	1	na
ZG-4917	1	na
ZG-4918	1	na
ZG-4919	1	na
ZG-4920	1	na
ZG-4921	1	na
ZG-4923	1	na
ZG-4924	1	na
ZG-4925	1	na
ZG-4926	1	na
ZG-4927	1	na
ZG-4928	1	na
ZG-4929	1	na
ZG-4930	1	na
ZG-4931	1	na
ZG-4932	1	na
ZG-4933	1	na
ZG-4934	1	na
ZG-4935	1	na
ZG-4936	1	na
ZG-4937	1	na
ZG-4938	1	na
ZG-5019	1	na
ZG-5087	1	na
ZG-5159	1	na
ZG-5176	1	na
ZG-5262	1	na
ZG-5279	1	na
ZG-5280	1	na
ZG-5281	1	na
ZG-5282	1	na
ZG-5290	1	na
ZG-5360	1	na
ZG-5362	1	na
ZG-5363	1	na
ZG-5364	1	na
ZG-5407	1	na
ZG-5429	1	na
ZG-5464	1	na
ZG-5465	1	na
ZG-5486	1	na
ZG-5501	1	na
ZG-5509	1	na
ZG-5644	1	na
ZG-5645	1	na
ZG-5647	1	na
ZG-5650	1	na
ZG-5651	1	na
ZG-5677	1	na
ZG-5802	1	na
ZG-5804	1	na
ZG-5806	1	na
ZG-5842	1	na
ZG-5853	1	na
ZG-5859	1	na
ZG-5869	1	na
ZG-5870	1	na
ZG-5892	1	na
ZG-5893	1	na
ZG-5894	1	na
ZG-5895	1	na
ZG-5932	1	na
ZG-5934	1	na
ZG-5935	1	na
ZG-5949	1	na
ZG-5985	1	na
ZG-5992	1	na
ZG-5993	1	na
ZG-5994	1	na
ZG-5996	1	na
ZG-5998	1	na
ZG-5999	1	na
ZG-6000	1	na
ZG-6001	1	na
ZG-6002	1	na
ZG-6006	1	na
ZG-6008	1	na
ZG-6009	1	na
ZG-6011	1	na
ZG-6012	1	na
ZG-6014	1	na
ZG-6015	1	na
ZG-6016	1	na
ZG-6027	1	na
ZG-6035	1	na
ZG-6038	1	na
ZG-6039	1	na
ZG-6088	1	na
ZG-6090	1	na
ZG-6093	1	na
ZG-6094	1	na
ZG-6096	1	na
ZG-6100	1	na
ZG-6110	1	na
ZG-6112	1	na
ZG-6113	1	na
ZG-6114	1	na
ZG-6115	1	na
ZG-6117	1	na
ZG-6119	1	na
ZG-6121	1	na
ZG-6130	1	na
ZG-6404	1	na
ZG-6407	1	na
ZG-6436	1	na
ZG-6543	1	na
ZG-6654	1	na
ZG-6655	1	na
ZG-6656	1	na
ZG-6657	1	na
ZG-6658	1	na
ZG-6659	1	na
ZG-6896	1	na
ZG-6897	1	na
ZG-6898	1	na
ZG-6995	1	na
ZG-7007	1	na
ZG-7008	1	na
ZG-7098	1	na
ZG-7105	1	na
ZG-2788	20	na
ZG-2792	20	na
ZG-3732	20	na
ZG-3742	20	na
ZG-3746	20	na
ZG-3820	20	na
ZG-3915	20	na
ZG-3996	20	na
ZG-4031	20	na
ZG-4544	20	na
ZG-4687	20	na
ZG-4688	20	na
ZG-4690	20	na
ZG-4691	20	na
ZG-4692	20	na
ZG-4693	20	na
ZG-4694	20	na
ZG-4695	20	na
ZG-4696	20	na
ZG-4697	20	na
ZG-4698	20	na
ZG-4699	20	na
ZG-4700	20	na
ZG-4702	20	na
ZG-4704	20	na
ZG-4706	20	na
ZG-4707	20	na
ZG-4708	20	na
ZG-4709	20	na
ZG-4711	20	na
ZG-4712	20	na
ZG-4713	20	na
ZG-4714	20	na
ZG-4715	20	na
ZG-4716	20	na
ZG-4717	20	na
ZG-4720	20	na
ZG-4721	20	na
ZG-4722	20	na
ZG-4723	20	na
ZG-4724	20	na
ZG-4726	20	na
ZG-4728	20	na
ZG-4731	20	na
ZG-4736	20	na
ZG-4738	20	na
ZG-4739	20	na
ZG-4741	20	na
ZG-4743	20	na
ZG-4747	20	na
ZG-4751	20	na
ZG-4752	20	na
ZG-4755	20	na
ZG-4757	20	na
ZG-4759	20	na
ZG-4760	20	na
ZG-4762	20	na
ZG-4763	20	na
ZG-4764	20	na
ZG-4767	20	na
ZG-4768	20	na
ZG-4769	20	na
ZG-4770	20	na
ZG-4771	20	na
ZG-4772	20	na
ZG-4775	20	na
ZG-4776	20	na
ZG-4777	20	na
ZG-4778	20	na
ZG-4779	20	na
ZG-4780	20	na
ZG-4781	20	na
ZG-4782	20	na
ZG-4783	20	na
ZG-4784	20	na
ZG-4785	20	na
ZG-4786	20	na
ZG-4788	20	na
ZG-4789	20	na
ZG-5050	20	na
ZG-5051	20	na
ZG-5052	20	na
ZG-5053	20	na
ZG-5250	20	na
ZG-5251	20	na
ZG-5428	20	na
ZG-5457	20	na
ZG-5458	20	na
ZG-5617	20	na
ZG-5981	20	na
ZG-5982	20	na
ZG-5983	20	na
ZG-5989	20	na
ZG-5990	20	na
ZG-5991	20	na
ZG-5997	20	na
ZG-6004	20	na
ZG-6005	20	na
ZG-6007	20	na
ZG-6010	20	na
ZG-6031	20	na
ZG-6033	20	na
ZG-6037	20	na
ZG-619	20	na
ZG-6394	20	na
ZG-6395	20	na
ZG-6417	20	na
ZG-6418	20	na
ZG-6420	20	na
ZG-6421	20	na
ZG-6625	20	na
ZG-6626	20	na
ZG-6627	20	na
ZG-6668	20	na
ZG-6669	20	na
ZG-6670	20	na
ZG-6874	20	na
ZG-6875	20	na
ZG-6876	20	na
ZG-6877	20	na
ZG-6878	20	na
ZG-6879	20	na
ZG-6880	20	na
ZG-6881	20	na
ZG-6882	20	na
ZG-6883	20	na
ZG-6941	20	na
ZG-6942	20	na
ZG-6943	20	na
ZG-6944	20	na
ZG-6945	20	na
ZG-6946	20	na
ZG-6947	20	na
ZG-7031	20	na
ZG-7033	20	na
ZG-7044	20	na
ZG-7045	20	na
ZG-7046	20	na
ZG-7060	20	na
ZG-7076	20	na
ZG-7077	20	na
ZG-7078	20	na
ZG-7079	20	na
ZG-7080	20	na
ZG-2795	21	na
ZG-2796	21	na
ZG-3933	21	na
ZG-3963	21	na
ZG-3965	21	na
ZG-4037	21	na
ZG-4040	21	na
ZG-4078	21	na
ZG-4097	21	na
ZG-4098	21	na
ZG-4099	21	na
ZG-4100	21	na
ZG-4104	21	na
ZG-4175	21	na
ZG-4176	21	na
ZG-4177	21	na
ZG-4178	21	na
ZG-4179	21	na
ZG-4181	21	na
ZG-4182	21	na
ZG-4183	21	na
ZG-4185	21	na
ZG-4186	21	na
ZG-4187	21	na
ZG-4189	21	na
ZG-4191	21	na
ZG-4193	21	na
ZG-4195	21	na
ZG-4196	21	na
ZG-4197	21	na
ZG-4198	21	na
ZG-4200	21	na
ZG-4201	21	na
ZG-4202	21	na
ZG-4203	21	na
ZG-4207	21	na
ZG-4208	21	na
ZG-4209	21	na
ZG-4211	21	na
ZG-4212	21	na
ZG-4213	21	na
ZG-4214	21	na
ZG-4215	21	na
ZG-4216	21	na
ZG-4219	21	na
ZG-4220	21	na
ZG-4222	21	na
ZG-4223	21	na
ZG-4226	21	na
ZG-4228	21	na
ZG-4229	21	na
ZG-4233	21	na
ZG-4234	21	na
ZG-4235	21	na
ZG-4238	21	na
ZG-4240	21	na
ZG-4241	21	na
ZG-4242	21	na
ZG-4244	21	na
ZG-4245	21	na
ZG-4246	21	na
ZG-4247	21	na
ZG-4248	21	na
ZG-4249	21	na
ZG-4251	21	na
ZG-4252	21	na
ZG-4254	21	na
ZG-4256	21	na
ZG-4257	21	na
ZG-4259	21	na
ZG-4260	21	na
ZG-4262	21	na
ZG-4264	21	na
ZG-4265	21	na
ZG-4266	21	na
ZG-4270	21	na
ZG-4271	21	na
ZG-4272	21	na
ZG-4275	21	na
ZG-4276	21	na
ZG-4277	21	na
ZG-4278	21	na
ZG-5018	21	na
ZG-5255	21	na
ZG-5256	21	na
ZG-5257	21	na
ZG-5258	21	na
ZG-5259	21	na
ZG-5260	21	na
ZG-5261	21	na
ZG-5400	21	na
ZG-5401	21	na
ZG-5402	21	na
ZG-5403	21	na
ZG-5404	21	na
ZG-5424	21	na
ZG-5425	21	na
ZG-5426	21	na
ZG-5427	21	na
ZG-5439	21	na
ZG-5440	21	na
ZG-5441	21	na
ZG-5452	21	na
ZG-5453	21	na
ZG-5455	21	na
ZG-5456	21	na
ZG-5610	21	na
ZG-5611	21	na
ZG-5612	21	na
ZG-5613	21	na
ZG-5734	21	na
ZG-6040	21	na
ZG-6275	21	na
ZG-6280	21	na
ZG-6387	21	na
ZG-6390	21	na
ZG-6560	21	na
ZG-6561	21	na
ZG-6563	21	na
ZG-6564	21	na
ZG-6565	21	na
ZG-6566	21	na
ZG-6567	21	na
ZG-6568	21	na
ZG-6569	21	na
ZG-6570	21	na
ZG-6571	21	na
ZG-6572	21	na
ZG-6573	21	na
ZG-6574	21	na
ZG-6575	21	na
ZG-6576	21	na
ZG-6628	21	na
ZG-6629	21	na
ZG-6630	21	na
ZG-6631	21	na
ZG-6632	21	na
ZG-6633	21	na
ZG-6634	21	na
ZG-6647	21	na
ZG-6664	21	na
ZG-6665	21	na
ZG-6785	21	na
ZG-6884	21	na
ZG-6885	21	na
ZG-6886	21	na
ZG-6887	21	na
ZG-6888	21	na
ZG-6889	21	na
ZG-6890	21	na
ZG-6891	21	na
ZG-6892	21	na
ZG-6893	21	na
ZG-6894	21	na
ZG-6895	21	na
ZG-6899	21	na
ZG-6900	21	na
ZG-6901	21	na
ZG-6902	21	na
ZG-6903	21	na
ZG-6948	21	na
ZG-6950	21	na
ZG-7013	21	na
ZG-7030	21	na
ZG-7035	21	na
ZG-7036	21	na
ZG-7037	21	na
ZG-2703	22	na
ZG-2704	22	na
ZG-2705	22	na
ZG-2706	22	na
ZG-2710	22	na
ZG-2732	22	na
ZG-2734	22	na
ZG-2735	22	na
ZG-2794	22	na
ZG-3283	22	na
ZG-3287	22	na
ZG-3356	22	na
ZG-3998	22	na
ZG-4145	22	na
ZG-4406	22	na
ZG-4456	22	na
ZG-4461	22	na
ZG-4465	22	na
ZG-4466	22	na
ZG-4467	22	na
ZG-4471	22	na
ZG-4473	22	na
ZG-4475	22	na
ZG-4476	22	na
ZG-4486	22	na
ZG-4493	22	na
ZG-4494	22	na
ZG-4496	22	na
ZG-4611	22	na
ZG-4615	22	na
ZG-4616	22	na
ZG-4618	22	na
ZG-4620	22	na
ZG-4622	22	na
ZG-4624	22	na
ZG-4626	22	na
ZG-4627	22	na
ZG-4630	22	na
ZG-4631	22	na
ZG-4632	22	na
ZG-4636	22	na
ZG-4637	22	na
ZG-4638	22	na
ZG-4639	22	na
ZG-4640	22	na
ZG-4641	22	na
ZG-4642	22	na
ZG-4643	22	na
ZG-4644	22	na
ZG-4701	22	na
ZG-4703	22	na
ZG-4705	22	na
ZG-4710	22	na
ZG-4718	22	na
ZG-4719	22	na
ZG-4725	22	na
ZG-4727	22	na
ZG-4729	22	na
ZG-4730	22	na
ZG-4733	22	na
ZG-4742	22	na
ZG-4802	22	na
ZG-5172	22	na
ZG-5173	22	na
ZG-5174	22	na
ZG-5175	22	na
ZG-5177	22	na
ZG-5179	22	na
ZG-5181	22	na
ZG-5182	22	na
ZG-5183	22	na
ZG-5233	22	na
ZG-5330	22	na
ZG-5331	22	na
ZG-5358	22	na
ZG-5359	22	na
ZG-5411	22	na
ZG-5412	22	na
ZG-5413	22	na
ZG-5414	22	na
ZG-5466	22	na
ZG-5487	22	na
ZG-5488	22	na
ZG-5490	22	na
ZG-5491	22	na
ZG-5492	22	na
ZG-5493	22	na
ZG-5494	22	na
ZG-5495	22	na
ZG-5500	22	na
ZG-5571	22	na
ZG-5590	22	na
ZG-5591	22	na
ZG-5592	22	na
ZG-5593	22	na
ZG-5594	22	na
ZG-5595	22	na
ZG-5596	22	na
ZG-5597	22	na
ZG-5625	22	na
ZG-5626	22	na
ZG-5627	22	na
ZG-5628	22	na
ZG-5629	22	na
ZG-5636	22	na
ZG-5637	22	na
ZG-5638	22	na
ZG-5639	22	na
ZG-5674	22	na
ZG-6116	22	na
ZG-6120	22	na
ZG-6122	22	na
ZG-6145	22	na
ZG-6146	22	na
ZG-6161	22	na
ZG-6165	22	na
ZG-6703	22	na
ZG-6704	22	na
ZG-6712	22	na
ZG-6714	22	na
ZG-6716	22	na
ZG-6718	22	na
ZG-2790	23	na
ZG-4018	23	na
ZG-4293	23	na
ZG-4294	23	na
ZG-4295	23	na
ZG-4296	23	na
ZG-4297	23	na
ZG-4298	23	na
ZG-4299	23	na
ZG-4300	23	na
ZG-4303	23	na
ZG-4304	23	na
ZG-4305	23	na
ZG-4307	23	na
ZG-4308	23	na
ZG-4311	23	na
ZG-4312	23	na
ZG-4314	23	na
ZG-4315	23	na
ZG-4316	23	na
ZG-4317	23	na
ZG-4320	23	na
ZG-4321	23	na
ZG-4322	23	na
ZG-4323	23	na
ZG-4325	23	na
ZG-4326	23	na
ZG-4327	23	na
ZG-4328	23	na
ZG-4330	23	na
ZG-4331	23	na
ZG-4334	23	na
ZG-4335	23	na
ZG-4339	23	na
ZG-4343	23	na
ZG-4345	23	na
ZG-4347	23	na
ZG-4349	23	na
ZG-4350	23	na
ZG-4353	23	na
ZG-4354	23	na
ZG-4355	23	na
ZG-4356	23	na
ZG-4359	23	na
ZG-4360	23	na
ZG-4361	23	na
ZG-4363	23	na
ZG-4364	23	na
ZG-4365	23	na
ZG-4366	23	na
ZG-4367	23	na
ZG-4368	23	na
ZG-4369	23	na
ZG-4371	23	na
ZG-4372	23	na
ZG-4376	23	na
ZG-4377	23	na
ZG-4378	23	na
ZG-4379	23	na
ZG-4387	23	na
ZG-4389	23	na
ZG-4390	23	na
ZG-4391	23	na
ZG-4395	23	na
ZG-4401	23	na
ZG-4402	23	na
ZG-4403	23	na
ZG-4404	23	na
ZG-4405	23	na
ZG-4408	23	na
ZG-5188	23	na
ZG-5189	23	na
ZG-5190	23	na
ZG-5195	23	na
ZG-5291	23	na
ZG-5292	23	na
ZG-5293	23	na
ZG-5327	23	na
ZG-5415	23	na
ZG-5417	23	na
ZG-5419	23	na
ZG-5421	23	na
ZG-5463	23	na
ZG-5598	23	na
ZG-5599	23	na
ZG-5600	23	na
ZG-5601	23	na
ZG-5602	23	na
ZG-5614	23	na
ZG-5624	23	na
ZG-5656	23	na
ZG-6185	23	na
ZG-6187	23	na
ZG-6191	23	na
ZG-6193	23	na
ZG-6194	23	na
ZG-6578	23	na
ZG-6756	23	na
ZG-6757	23	na
ZG-6758	23	na
ZG-6759	23	na
ZG-6760	23	na
ZG-6761	23	na
ZG-6763	23	na
ZG-6764	23	na
ZG-6765	23	na
ZG-6779	23	na
ZG-6780	23	na
ZG-3162	24	na
ZG-3163	24	na
ZG-3164	24	na
ZG-3165	24	na
ZG-3166	24	na
ZG-3167	24	na
ZG-3168	24	na
ZG-3169	24	na
ZG-3170	24	na
ZG-3171	24	na
ZG-3172	24	na
ZG-3174	24	na
ZG-3175	24	na
ZG-3176	24	na
ZG-3177	24	na
ZG-3178	24	na
ZG-3179	24	na
ZG-3180	24	na
ZG-3181	24	na
ZG-3182	24	na
ZG-3183	24	na
ZG-3184	24	na
ZG-3185	24	na
ZG-3186	24	na
ZG-3190	24	na
ZG-3191	24	na
ZG-3192	24	na
ZG-3193	24	na
ZG-3194	24	na
ZG-3195	24	na
ZG-3196	24	na
ZG-3200	24	na
ZG-3201	24	na
ZG-3202	24	na
ZG-3203	24	na
ZG-3204	24	na
ZG-3205	24	na
ZG-3206	24	na
ZG-3207	24	na
ZG-3208	24	na
ZG-3215	24	na
ZG-3217	24	na
ZG-3218	24	na
ZG-3219	24	na
ZG-3289	24	na
ZG-3294	24	na
ZG-3682	24	na
ZG-3683	24	na
ZG-3684	24	na
ZG-3685	24	na
ZG-3686	24	na
ZG-3687	24	na
ZG-3688	24	na
ZG-3689	24	na
ZG-3690	24	na
ZG-3691	24	na
ZG-3692	24	na
ZG-3693	24	na
ZG-3694	24	na
ZG-3695	24	na
ZG-3696	24	na
ZG-3697	24	na
ZG-3698	24	na
ZG-3699	24	na
ZG-3700	24	na
ZG-3701	24	na
ZG-3702	24	na
ZG-3703	24	na
ZG-3704	24	na
ZG-3705	24	na
ZG-3706	24	na
ZG-3707	24	na
ZG-3708	24	na
ZG-3709	24	na
ZG-3710	24	na
ZG-3711	24	na
ZG-3712	24	na
ZG-3713	24	na
ZG-3714	24	na
ZG-3715	24	na
ZG-3716	24	na
ZG-3717	24	na
ZG-3718	24	na
ZG-3719	24	na
ZG-3720	24	na
ZG-3721	24	na
ZG-3722	24	na
ZG-3723	24	na
ZG-3724	24	na
ZG-3725	24	na
ZG-3726	24	na
ZG-3727	24	na
ZG-3728	24	na
ZG-3729	24	na
ZG-4289	24	na
ZG-5016	24	na
ZG-5058	24	na
ZG-5059	24	na
ZG-5060	24	na
ZG-5061	24	na
ZG-5063	24	na
ZG-5093	24	na
ZG-5196	24	na
ZG-5200	24	na
ZG-5207	24	na
ZG-5216	24	na
ZG-5416	24	na
ZG-5502	24	na
ZG-5516	24	na
ZG-5589	24	na
ZG-5603	24	na
ZG-5604	24	na
ZG-5605	24	na
ZG-5606	24	na
ZG-5607	24	na
ZG-5608	24	na
ZG-5609	24	na
ZG-5699	24	na
ZG-5700	24	na
ZG-5727	24	na
ZG-5732	24	na
ZG-6071	24	na
ZG-6252	24	na
ZG-6256	24	na
ZG-6262	24	na
ZG-6263	24	na
ZG-6271	24	na
ZG-6272	24	na
ZG-6286	24	na
ZG-6287	24	na
ZG-6288	24	na
ZG-6289	24	na
ZG-6291	24	na
ZG-6294	24	na
ZG-6299	24	na
ZG-6302	24	na
ZG-6342	24	na
ZG-6343	24	na
ZG-6354	24	na
ZG-6356	24	na
ZG-6361	24	na
ZG-6362	24	na
ZG-6363	24	na
ZG-6364	24	na
ZG-6365	24	na
ZG-6367	24	na
ZG-6368	24	na
ZG-6369	24	na
ZG-6376	24	na
ZG-6377	24	na
ZG-6577	24	na
ZG-6579	24	na
ZG-6580	24	na
ZG-6581	24	na
ZG-6582	24	na
ZG-6583	24	na
ZG-6584	24	na
ZG-6585	24	na
ZG-6586	24	na
ZG-6587	24	na
ZG-6635	24	na
ZG-6636	24	na
ZG-6637	24	na
ZG-6904	24	na
